No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
497,IN670808-00069,DO670817-00004,868973073179516,"SVK - Seno Com","SVK - INEW Savan1 Agent Store","352027424 - SVK - Khounsab com","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408171442000116287",Admin,"2024-08-17 15:08:28"
498,,DO670818-00001,860306074434697,"BLX - NikNiw","BLX - Alee mobile ບໍລິຄຳໄຊ","352032272 - BLX - NikNiw","352026732 - BLX - Alee mobile","Kerry-Awen (Thakhaek)",N1542,Admin,"2024-08-18 19:08:09"
499,IN670729-00014,DO670818-00002,865073061087293,"CPS - Ben mobile ຈຳປາກສັກ","CPS - Jk mobile3 Agent Store","352026945 - CPS - Ben mobile","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",N2034,Admin,"2024-08-18 19:08:27"
500,IN670729-00014,DO670818-00003,865073061087616,"CPS - Ben mobile ຈຳປາກສັກ","CPS - Jk mobile3 Agent Store","352026945 - CPS - Ben mobile","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",N2034,Admin,"2024-08-18 19:08:27"
501,IN670723-00111,DO670818-00004,865073061076494,"BLX - A kung mobile","BLX - Yaya mobile ຄຳເກີດ","352026754 - BLX - PSC","352026762 - BLX - Yaya mobile","Kerry-Awen (Thakhaek)",N2050,Admin,"2024-08-18 19:08:23"
502,IN670727-00026,DO670818-00005,868973072644577,"SVK - Atuan mobile1","BLX - aliu mobile ຄຳເກີດ","352027400 - SVK - Atuan mobile","352026734 - BLX - aliu mobile Noungpong","Kerry-Awen (Thakhaek)",N2471,Admin,"2024-08-18 19:08:08"
503,IN670503-00092,DO670818-00006,863671064080074,"LNT - SP mobile","LNT - KP mobile1","352032221 - LNT - SP mobile","352026844 - LNT - KP mobile1","Kerry-A Yao (Loungnamtha)",N390,Admin,"2024-08-18 19:08:39"
504,IN670729-00071,DO670818-00007,866227062084233,"LNT - SP mobile","LNT - KK Mobile","352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)",N390,Admin,"2024-08-18 19:08:16"
505,IN670729-00071,DO670818-00008,866227061692838,"LNT - SP mobile","LNT - KK Mobile","352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)",N390,Admin,"2024-08-18 19:08:16"
506,IN670729-00071,DO670818-00009,869029074715094,"LNT - SP mobile","LNT - KK Mobile","352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)",N390,Admin,"2024-08-18 19:08:16"
507,IN670528-00019,DO670819-00001,866654064036590,"VT1 - MK shop","VT1 - Lida","352032534 - VT1 - MK shop","352027236 - VT1 - Lida","WH - Stock OPPO (Mark)",,M20180315,"2024-08-19 08:08:26"
508,IN670819-00033,DO670819-00002,866227061146439,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",DAP换机,M20190520,"2024-08-19 10:08:01"
509,IN670819-00044,DO670819-00003,869029075640390,"VT2 - R mobile ໂພນສະອາດ","VT2 - II phone1","352027282 - VT2 - R mobile Phonesaart","352027215 - VT2 - II phone1","Kerry-INEW (Vientiane)",,M20180315,"2024-08-19 11:08:48"
510,,DO670819-00004,864405069425870,"Catty Laos Virtual Mobile","VT1 - khun mobile ໂພນປາເປົ້າ","352027521 - Catty Laos Virtual","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)","Closed store",Admin,"2024-08-19 14:08:10"
511,,DO670819-00005,862774060987218,"Catty Laos Virtual Mobile","VT1 - khun mobile ໂພນປາເປົ້າ","352027521 - Catty Laos Virtual","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)","Closed store",Admin,"2024-08-19 14:08:10"
512,,DO670819-00006,863648063588752,"Catty Laos Virtual Mobile","VT1 - khun mobile ໂພນປາເປົ້າ","352027521 - Catty Laos Virtual","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)","Closed store",Admin,"2024-08-19 14:08:10"
513,IN670819-00076,DO670819-00007,869029074079277,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",BRand,M20190520,"2024-08-19 14:08:44"
514,IN670819-00076,DO670819-00008,868973070662613,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",BRand,M20190520,"2024-08-19 14:08:44"
515,IN670819-00035,DO670819-00009,869029075641158,"VT1 - ATL1 Nongchan","VT1 - LMG","352027174 - VT1 - ATL1 Nongchan","352027239 - VT1 - LMG","WH - Stock OPPO (Mark)",,M20180315,"2024-08-19 15:08:59"
516,IN670725-00027,DO670819-00010,868800075296636,"BLX - aliu mobile ຄຳເກີດ","KAM - Awen mobile2","352026734 - BLX - aliu mobile Noungpong","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N651 Approval No.：202408190747000331884",Admin,"2024-08-19 15:08:18"
517,IN670615-00069,DO670819-00011,865073061876133,"XYB - Saisana mobile1","XYB - Ting mobile","352027102 - XYB - Saisana mobile2","352027117 - XYB - Ting mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408181220000244435",Admin,"2024-08-19 15:08:15"
518,IN670615-00069,DO670819-00012,866227060036532,"XYB - Saisana mobile1","XYB - Ting mobile","352027102 - XYB - Saisana mobile2","352027117 - XYB - Ting mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408181220000244435",Admin,"2024-08-19 15:08:15"
519,IN670816-00083,DO670819-00013,862287067888339,"BLX - A Guo mobile ບໍລິຄຳໄຊ","BLX - Awen mobile3","352026716 - BLX - A Guo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408191349000463959",Admin,"2024-08-19 15:08:02"
520,IN670816-00083,DO670819-00014,862287067677070,"BLX - A Guo mobile ບໍລິຄຳໄຊ","BLX - Awen mobile3","352026716 - BLX - A Guo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408191349000463959",Admin,"2024-08-19 15:08:02"
521,IN670816-00083,DO670819-00015,862287067894212,"BLX - A Guo mobile ບໍລິຄຳໄຊ","BLX - Awen mobile3","352026716 - BLX - A Guo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408191349000463959",Admin,"2024-08-19 15:08:02"
522,IN670816-00083,DO670819-00016,865073068877357,"BLX - A Guo mobile ບໍລິຄຳໄຊ","BLX - Awen mobile3","352026716 - BLX - A Guo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408191349000463959",Admin,"2024-08-19 15:08:02"
523,IN670811-00042,DO670819-00017,862287067900555,"SLV - LIU JUN LIAN salavan","SLV - Abo mobile1 Agent Store","352027366 - SLV - LIU JUN LIAN salavan","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202408191544000448147",Admin,"2024-08-19 15:08:51"
524,IN670811-00042,DO670819-00018,862287067900639,"SLV - LIU JUN LIAN salavan","SLV - Abo mobile1 Agent Store","352027366 - SLV - LIU JUN LIAN salavan","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202408191544000448147",Admin,"2024-08-19 15:08:51"
525,IN670730-00128,DO670819-00019,867650075275036,"VT3 - T and J Mobile1 ສົງເປືອຍ","VT3 - Set Mobile","352027308 - VT3 - T&J Mobile1 Songpueay","352027290 - VT3 - Set Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-19 16:08:37"
526,IN670819-00071,DO670820-00001,866227061485670,"VT1 - 63 Mobile","VT1 - LMG","352027122 - VT1 - 63 Mobile","352027239 - VT1 - LMG","WH - Stock OPPO (Mark)",,M20180315,"2024-08-20 09:08:29"
527,IN670819-00071,DO670820-00002,866227061197010,"VT1 - 63 Mobile","VT1 - LMG","352027122 - VT1 - 63 Mobile","352027239 - VT1 - LMG","WH - Stock OPPO (Mark)",,M20180315,"2024-08-20 09:08:29"
528,IN670819-00071,DO670820-00003,862287067903591,"VT1 - 63 Mobile","VT1 - LMG","352027122 - VT1 - 63 Mobile","352027239 - VT1 - LMG","WH - Stock OPPO (Mark)",,M20180315,"2024-08-20 09:08:29"
529,IN670819-00071,DO670820-00004,862287067904094,"VT1 - 63 Mobile","VT1 - LMG","352027122 - VT1 - 63 Mobile","352027239 - VT1 - LMG","WH - Stock OPPO (Mark)",,M20180315,"2024-08-20 09:08:29"
530,IN670820-00040,DO670820-00005,867993074537059,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",Brand,M20190520,"2024-08-20 11:08:40"
531,IN670820-00040,DO670820-00006,869029074079350,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",Brand,M20190520,"2024-08-20 11:08:40"
532,IN670820-00040,DO670820-00007,869029073816471,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",Brand,M20190520,"2024-08-20 11:08:40"
533,IN670820-00040,DO670820-00008,867650074800834,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",Brand,M20190520,"2024-08-20 11:08:40"
534,,DO670820-00009,863178063858278,"XYB - Suly mobile","XYB - KSV Mobile","352027111 - XYB - suly mobile","352027516 - XYB - KSV Mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408191832000215973",Admin,"2024-08-20 14:08:36"
535,IN670813-00031,DO670820-00010,865073061701877,"CPS - LT mobile Luk8","CPS - JL mobile","352032435 - CPS - LT mobile Luk8","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408201015000114739",Admin,"2024-08-20 14:08:42"
536,IN670813-00031,DO670820-00011,866227060396878,"CPS - LT mobile Luk8","CPS - JL mobile","352032435 - CPS - LT mobile Luk8","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408201015000114739",Admin,"2024-08-20 14:08:42"
537,IN670614-00111,DO670820-00012,868800071754455,"CPS - Laocom1 ປາກເຊ","CPS - Jk mobile3 Agent Store","352026962 - CPS - Laocom1","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","N2606 Approval No.：202408201055000222439",Admin,"2024-08-20 14:08:30"
538,IN670816-00083,DO670820-00013,865073068878058,"BLX - A lou mobile","BLX - Awen mobile3","352026719 - BLX - A lou mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408201245000122198",Admin,"2024-08-20 14:08:25"
539,IN670813-00031,DO670820-00014,865073061701877,"CPS - LT mobile ປາກເຊ","CPS - LT mobile Luk8","352026964 - CPS - LT mobile Pakse","352032435 - CPS - LT mobile Luk8","Kerry-JK (Pakse)","N2810 Approval No.：202408201638000506237",Admin,"2024-08-20 15:08:00"
540,IN670813-00031,DO670820-00015,866227060396878,"CPS - LT mobile ປາກເຊ","CPS - LT mobile Luk8","352026964 - CPS - LT mobile Pakse","352032435 - CPS - LT mobile Luk8","Kerry-JK (Pakse)","N2810 Approval No.：202408201638000506237",Admin,"2024-08-20 15:08:00"
541,IN670802-00133,DO670821-00001,866227062371895,"VT2 - INEW Dongdok","VT2 - INEW Center","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 09:08:34"
542,IN670802-00133,DO670821-00002,862287067600338,"VT2 - INEW Dongdok","VT2 - INEW Center","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 09:08:34"
543,IN670723-00092,DO670821-00003,866227062329232,"VT3 - nang nai ກາສີ","VT3 - Komin Mobile","352027254 - VT3 - Nang nai Mobile Kasee","352032538 - VT3 - Komin Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-21 09:08:12"
544,IN670723-00092,DO670821-00004,866227062329950,"VT3 - nang nai ກາສີ","VT3 - Komin Mobile","352027254 - VT3 - Nang nai Mobile Kasee","352032538 - VT3 - Komin Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-21 09:08:12"
545,IN670819-00066,DO670821-00005,866227061105211,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
546,IN670819-00066,DO670821-00006,866227060386317,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
547,IN670819-00066,DO670821-00007,866227061105534,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
548,IN670819-00066,DO670821-00008,866227060386739,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
549,IN670819-00066,DO670821-00009,866227061105633,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
550,IN670819-00066,DO670821-00010,866227062272598,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
551,IN670819-00066,DO670821-00011,865073068867911,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
552,IN670819-00066,DO670821-00012,862287067898874,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
553,IN670819-00066,DO670821-00013,865073068867994,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
554,IN670819-00066,DO670821-00014,862287067900092,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
555,IN670819-00066,DO670821-00015,865073068868117,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
556,IN670819-00066,DO670821-00016,862287067900274,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-21 10:08:10"
557,IN670812-00060,DO670821-00017,868742060436530,"VT1 - LTH","VT1 - LTH IoT","352031974 - VT1 - LTH","352031974 - VT1 - LTH","WH - Stock OPPO (Mark)",,M20180315,"2024-08-21 10:08:50"
558,IN670608-00079,DO670821-00018,867528073175434,"BLX - Yin mobile ຄຳເກີດ","BLX - Awen Mobile8","352026763 - BLX - Yin mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N651 Approval No.：202408211053000269630",Admin,"2024-08-21 13:08:32"
559,IN670821-00018,DO670821-00019,862287067901876,"CPS - Fasai","CPS - Phet mobile","352026948 - CPS - Fasai","352032208 - CPS - Phet mobile","Kerry-JK (Pakse)","N2034 Approval No.：202408211120000245075",Admin,"2024-08-21 13:08:00"
560,IN670821-00018,DO670821-00020,865073068899096,"CPS - Fasai","CPS - Phet mobile","352026948 - CPS - Fasai","352032208 - CPS - Phet mobile","Kerry-JK (Pakse)","N2034 Approval No.：202408211120000245075",Admin,"2024-08-21 13:08:00"
561,IN670625-00021,DO670821-00021,865073061807575,"ATP - Yarng mobile","ATP - Dai mobile1","352026698 - ATP - Yarng mobile","352026686 - ATP - Dai mobile","Kerry-ATA (Attapue)","N2740 Approval No.：202408211218000287979",Admin,"2024-08-21 13:08:42"
562,IN670808-00017,DO670821-00022,862287067674473,"ATP - Phamdon Mobile","ATP - Ata Mobile2 ອັດຕະປື","352026695 - ATP - Phamdon Mobile","352026684 - ATP - Ata mobile1 Agent Shop","Kerry-ATA (Attapue)","N2740 Approval No.：202408211304000247439",Admin,"2024-08-21 13:08:27"
563,IN670821-00004,DO670821-00023,865073068892711,"BKE - TA Mobile ບໍ່ເເກ້ວ","BKE - Sak mobile","352026712 - BKE - TA Mobile Bokeo","352032027 - BKE - Sak mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202408211309000224765",Admin,"2024-08-21 13:08:32"
564,IN670821-00004,DO670821-00024,865073068888479,"BKE - TA Mobile ບໍ່ເເກ້ວ","BKE - Sak mobile","352026712 - BKE - TA Mobile Bokeo","352032027 - BKE - Sak mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202408211309000224765",Admin,"2024-08-21 13:08:32"
565,IN670821-00004,DO670821-00025,865073068893297,"BKE - TA Mobile ບໍ່ເເກ້ວ","BKE - Sak mobile","352026712 - BKE - TA Mobile Bokeo","352032027 - BKE - Sak mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202408211309000224765",Admin,"2024-08-21 13:08:32"
566,IN670821-00004,DO670821-00026,865073068892638,"BKE - TA Mobile ບໍ່ເເກ້ວ","BKE - Sak mobile","352026712 - BKE - TA Mobile Bokeo","352032027 - BKE - Sak mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202408211309000224765",Admin,"2024-08-21 13:08:32"
567,IN670801-00047,DO670821-00027,868973072641177,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408211231000163752",Admin,"2024-08-21 13:08:16"
568,IN670727-00044,DO670821-00028,869029074709097,"LNT - GG mobile","LNT - Noy mobile2 ເມືອງລອງ","352026843 - LNT - GG mobile","352026846 - LNT - Noy mobile Xienglea","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408211052000102754",Admin,"2024-08-21 13:08:19"
569,IN670810-00035,DO670821-00029,862287067894071,"CPS - LT mobile ປາກເຊ","CPS - JL mobile","352026964 - CPS - LT mobile Pakse","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408211320000555445",Admin,"2024-08-21 13:08:27"
570,IN670810-00035,DO670821-00030,862287067894659,"CPS - LT mobile ປາກເຊ","CPS - JL mobile","352026964 - CPS - LT mobile Pakse","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408211320000555445",Admin,"2024-08-21 13:08:27"
571,IN670730-00002,DO670821-00031,868973072644791,"BLX - Awen mobile3","KAM - Noy mobile 2 ຄຳມ່ວນ","352026799 - KAM - Awen mobile1 Agent Shop","352026820 - KAM - Noy mobile Yoummalard","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408211306000233385",Admin,"2024-08-21 13:08:11"
572,IN670808-00102,DO670821-00032,866227061153773,"CPS - 24k MB","CPS - Jk mobile3 Agent Store","352026927 - CPS - 24k","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","N2810 Approval No.：202408211410000418292",Admin,"2024-08-21 15:08:59"
573,,DO670821-00033,866155066303475,"HPN - Alei Mobile 4","HPN - Ajuan MOBILE","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","352026770 - HPN - Ajuan MOBILE","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408211104000537344",Admin,"2024-08-21 15:08:46"
574,,DO670821-00034,866155064719292,"HPN - Alei Mobile 4","HPN - Ajuan MOBILE","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","352026770 - HPN - Ajuan MOBILE","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408211104000537344",Admin,"2024-08-21 15:08:46"
575,IN670807-00094,DO670821-00035,868973073183310,"VT1 - T and J Dongpalan","VT1 - Bounheng km42","352027307 - VT1 - T&J Dongpalan","352027186 - VT1 - Bounheng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-21 15:08:58"
